,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0,18.5,-8.62
Cash from Investing Activity,0,-21.79,1.25
Cash from Financing Activity,0,0.33,5.78
Net Cash Flow,0,-2.96,-1.59
