,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,81,81,81,81,81,81,81,81,81,81,81,241,241
Reserves,119,151,166,200,242,282,331,400,405,1824,2002,1984,2062
Borrowings,117,58,128,91,62,74,55,51,123,388,387,538,490
Other Liabilities,75,122,60,52,59,31,94,31,54,147,219,186,277
Total Liabilities,392,413,435,424,444,468,561,564,663,2441,2689,2949,3070
Fixed Assets,204,193,207,212,205,230,219,208,198,1348,1452,1623,1892
CWIP,1,9,7,5,18,13,29,127,241,277,359,316,79
Investments,43,43,43,43,43,43,43,43,43,60,1,2,18
Other Assets,145,169,179,165,178,183,270,186,182,756,877,1009,1082
Total Assets,392,413,435,424,444,468,561,564,663,2441,2689,2949,3070
