,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0,3,4,3,-5,7,2,3,5,2,6
Cash from Investing Activity,0,-7,-2,-4,-1,-9,0,0,-9,-3,0
Cash from Financing Activity,0,6,-1,-2,6,2,-2,0,2,0,-3
Net Cash Flow,0,1,1,-2,0,0,0,3,-3,-1,3
