,2018-12-01,2019-03-01,2019-06-01,2019-09-01,2019-12-01,2020-03-01,2020-06-01,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01
Sales,0.49,10.67,11.01,8.53,0.74,-5.41,0.00,0.00,0.00,0.00,0.0,0.00,0.00
Expenses,0.24,10.29,10.4,8.48,0.75,-4.49,0.04,0.06,0.05,2.92,0.0,0.06,0.07
Operating Profit,0.25,0.38,0.61,0.05,-0.01,-0.92,-0.04,-0.06,-0.05,-2.92,0.0,-0.06,-0.07
OPM %,51.02,3.56,5.54,0.59,-1.35,,,,,,,,
Other Income,0.0,0.24,0.0,0.0,0.01,0.29,0.00,0.00,0.00,0.00,0.0,0.00,0.00
Interest,0.31,0.63,0.5,0.67,0.18,-0.46,0.01,0.01,0.01,0.00,0.0,0.01,0.02
Depreciation,0.0,0.14,0.09,0.09,0.09,-0.01,0.06,0.07,0.06,0.09,0.0,0.07,0.07
Profit before tax,-0.06,-0.15,0.02,-0.71,-0.27,-0.16,-0.11,-0.14,-0.12,-3.01,0.0,-0.14,-0.16
Tax %,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,,0.00,0.00
Net Profit,-0.06,-0.16,0.01,-0.71,-0.27,-0.16,-0.11,-0.14,-0.13,-3.01,0.0,-0.14,-0.16
EPS in Rs,-0.03,-0.07,0.0,-0.32,-0.12,-0.07,-0.05,-0.06,-0.06,-1.34,0.0,-0.06,-0.07
