,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2022-09-01
Promoters,24.56,24.56,24.56,24.56,24.56,24.56,24.56
DIIs,0.12,0.12,0.12,0.12,0.12,0.12,0.12
Government,0.17,0.17,0.17,0.17,0.17,0.17,0.17
Public,75.14,75.14,75.14,75.14,75.14,75.14,75.15
No. of Shareholders,10072.0,10022.0,9834.0,9834.0,9906.0,9906.0,9906.0
