,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,11.0,8,11,15,25,18,16,39,31,19
Inventory Days,,,,,2283,1305,1871,6659,3030,1605
Days Payable,,,,,629,401,455,1267,602,549
Cash Conversion Cycle,11.0,8,11,15,1679,921,1432,5431,2460,1075
Working Capital Days,26.0,-55,44,23,-38,-50,-43,115,100,39
ROCE %,,1,2,6,6,8,8,-3,0,9
