,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,71.41,71.41,71.65,71.65,71.65,71.69
FIIs,10.05,8.6,4.99,2.14,2.04,2.51
DIIs,15.87,18.76,17.7,20.99,22.52,21.82
Public,2.67,1.23,5.66,5.22,3.79,3.98
No. of Shareholders,2697.0,2869.0,27357.0,30692.0,32414.0,44003.0
