,2022-06-01,2022-09-01,2023-03-01,2023-09-01
Promoters,61.9,61.9,61.9,61.9
DIIs,1.78,0.0,0.38,0.0
Public,36.32,38.1,37.71,38.09
No. of Shareholders,225.0,138.0,107.0,103.0
