,2023-03-01,2023-09-01
Equity Capital,4,4.0
Reserves,225,234.0
Preference Capital,4,
Borrowings,65,96.0
Other Liabilities,54,50.0
Total Liabilities,348,385.0
Fixed Assets,240,291.0
CWIP,10,8.0
Investments,0,0.0
Other Assets,98,85.0
Total Assets,348,385.0
