,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,49.92,48.46,47.89,46.66,46.46,46.21,46.12
FIIs,11.17,10.21,17.81,25.45,26.06,28.92,30.42
DIIs,15.72,20.77,20.2,15.02,14.34,11.79,11.47
Government,0.0,0.0,0.0,0.0,0.0,0.45,0.45
Public,22.8,20.18,14.1,12.87,13.13,12.64,11.55
Others,0.38,0.38,0.0,0.0,0.0,0.0,0.0
No. of Shareholders,23634.0,22479.0,29303.0,31435.0,58980.0,83889.0,76472.0
