,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,8.15,15.46,13.48,8.17,9.85,11.75,13.84,6.65,8.86,7.69,10.08,7.77,9.16
Expenses,7.02,12.29,15.11,7.33,8.95,10.58,12.3,6.08,7.89,6.59,9.01,6.75,8.24
Operating Profit,1.13,3.17,-1.63,0.84,0.9,1.17,1.54,0.57,0.97,1.1,1.07,1.02,0.92
OPM %,13.87,20.5,-12.09,10.28,9.14,9.96,11.13,8.57,10.95,14.3,10.62,13.13,10.04
Other Income,0.32,0.49,1.6,-3.82,0.01,0.1,4.11,0.0,0.06,0.0,0.36,0.03,0.03
Interest,0.47,0.4,0.59,0.35,0.31,0.46,0.49,0.24,0.32,0.36,0.54,0.35,0.39
Depreciation,0.39,0.36,0.47,0.3,0.38,0.34,1.02,0.27,0.4,0.4,0.65,0.42,0.42
Profit before tax,0.59,2.9,-1.09,-3.63,0.22,0.47,4.14,0.06,0.31,0.34,0.24,0.28,0.14
Tax %,-6.78,17.93,15.6,-1.1,0.0,17.02,9.42,-66.67,-12.9,11.76,-4.17,-14.29,35.71
Net Profit,0.64,2.38,-0.92,-3.67,0.21,0.39,3.76,0.1,0.35,0.3,0.25,0.32,0.1
EPS in Rs,0.42,1.48,-0.56,-2.5,0.16,0.27,2.55,0.07,0.24,0.2,0.18,0.22,0.07
