,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-0.22,7.84,-23.7
Cash from Investing Activity,-3.5,-6.68,-3.86
Cash from Financing Activity,4.44,-1.84,27.52
Net Cash Flow,0.72,-0.6900000000000001,-0.04
