,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.01,0.01,5.2,7.86
Reserves,12.98,7.63,20.14,69.66
Preference Capital,0.44,0.44,0.16,
Borrowings,54.5,54.18,69.82,71.96
Other Liabilities,35.24,44.87,24.15,21.37
Total Liabilities,102.73,106.69,119.31,170.85
Fixed Assets,68.64,64.54,60.23,69.26
CWIP,3.07,6.19,10.29,0.14
Investments,0.0,0.0,0.0,0.0
Other Assets,31.02,35.96,48.79,101.45
Total Assets,102.73,106.69,119.31,170.85
