,2021-03-01,2022-03-01,2023-03-01
Sales,12.52,14.61,24.72
Expenses,12.34,15.28,13.46
Operating Profit,0.18,-0.67,11.26
OPM %,1.44,-4.59,45.55
Other Income,3.26,2.95,0.62
Interest,1.49,1.67,2.26
Depreciation,6.45,5.96,4.96
Profit before tax,-4.5,-5.35,4.66
Tax %,-0.0,-0.0,21.67
Net Profit,-4.49,-5.35,3.65
EPS in Rs,-3253.62,-3876.81,7.02
