,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,126.07,121.94,111.37,129.81,202.56,124.34,142.45,143.08,139.89,117.08,155.64,95.15,167.72
Expenses,115.42,103.86,106.88,112.99,175.25,111.91,136.91,128.57,126.92,108.98,131.03,84.75,149.93
Operating Profit,10.65,18.08,4.49,16.82,27.31,12.43,5.54,14.51,12.97,8.1,24.61,10.4,17.79
OPM %,8.45,14.83,4.03,12.96,13.48,10.0,3.89,10.14,9.27,6.92,15.81,10.93,10.61
Other Income,19.87,6.29,24.05,1.96,2.89,1.22,2.25,1.44,1.79,3.81,3.41,2.26,3.05
Interest,7.39,1.81,0.96,0.14,0.03,0.31,0.0,0.26,0.0,0.15,0.0,0.06,0.06
Depreciation,8.61,8.7,9.38,8.62,8.71,8.64,7.56,7.8,8.99,7.22,8.29,7.55,6.44
Profit before tax,14.52,13.86,18.2,10.02,21.46,4.7,0.23,7.89,5.77,4.54,19.73,5.05,14.34
Tax %,10.26,15.95,-92.91,-16.77,-7.88,-20.21,0.0,12.67,7.63,27.53,43.94,76.63,30.68
Net Profit,13.03,11.66,35.11,11.7,23.15,5.65,0.23,6.89,5.33,3.29,11.06,1.18,9.94
EPS in Rs,10.56,9.45,28.45,8.75,17.32,4.23,0.17,5.15,3.99,2.46,8.27,0.88,7.44
