,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,37.51,37.51,37.51,35.89,35.89,40.81,41.76,41.76
FIIs,0.48,0.48,0.04,0.04,0.04,0.33,1.0,1.03
DIIs,0.28,0.45,0.02,0.0,0.0,0.0,0.0,0.0
Public,61.73,61.56,62.43,64.07,64.07,58.86,57.26,57.21
No. of Shareholders,20556.0,19316.0,18375.0,17209.0,13829.0,19952.0,21719.0,19267.0
