,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,72.84,72.84,72.84,72.84
FIIs,3.02,0.54,1.05,1.46
DIIs,5.24,3.88,4.12,3.54
Public,18.9,22.73,21.97,22.14
No. of Shareholders,283164.0,309317.0,274320.0,297202.0
