,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,,,167.0,161,173,167,164,205,161,195
Inventory Days,,,,,,,,,,
Days Payable,,,,,,,,,,
Cash Conversion Cycle,,,167.0,161,173,167,164,205,161,195
Working Capital Days,,,172.0,-92,-18,-37,-10,-16,4,51
ROCE %,,,,17,17,18,18,14,16,16
