,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,283.0,411.0,430.0,307.0,358.0,418.0,466.0,377.0,429.0,454.0,704.0,468.0,599.0
Expenses,211.0,286.0,357.0,247.0,249.0,347.0,369.0,310.0,328.0,380.0,605.0,393.0,484.0
Operating Profit,72.0,125.0,73.0,60.0,110.0,71.0,96.0,67.0,100.0,74.0,98.0,74.0,115.0
OPM %,26.0,30.0,17.0,19.0,31.0,17.0,21.0,18.0,23.0,16.0,14.0,16.0,19.0
Other Income,9.0,7.0,10.0,9.0,23.0,56.0,22.0,8.0,11.0,8.0,48.0,15.0,14.0
Interest,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
Depreciation,41.0,38.0,40.0,39.0,40.0,38.0,43.0,40.0,37.0,37.0,41.0,37.0,38.0
Profit before tax,40.0,94.0,41.0,28.0,91.0,88.0,74.0,35.0,74.0,43.0,103.0,51.0,90.0
Tax %,27.0,26.0,33.0,24.0,26.0,25.0,26.0,25.0,25.0,26.0,26.0,25.0,25.0
Net Profit,29.0,70.0,27.0,21.0,68.0,66.0,54.0,26.0,55.0,32.0,76.0,38.0,68.0
EPS in Rs,0.91,2.17,0.85,0.66,2.1,2.06,1.69,0.81,1.72,1.0,2.37,1.2,2.12
