,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,,,,,,173,348,250,230
Cash from Investing Activity,,,,,,,-48,-123,-209,-150
Cash from Financing Activity,,,,,,,-62,-110,-104,-79
Net Cash Flow,,,,,,,63,115,-63,1
