,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,32.41,32.33,32.31,32.26,32.2,61.05
FIIs,11.99,12.23,19.52,17.01,16.68,5.32
DIIs,8.97,10.63,4.36,7.23,3.66,2.53
Public,46.62,44.8,43.81,43.5,47.45,31.09
No. of Shareholders,19115.0,17599.0,15214.0,16246.0,20463.0,25024.0
