,2011-03-01,2012-03-01,2013-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,9,9,9,9,9,11,11,12,12,12,12,12,13.0
Reserves,12,61,68,100,39,271,420,606,648,600,608,599,442.0
Preference Capital,0,1,1,1,0,0,0,0,0,0,0,0,
Borrowings,33,26,31,40,38,9,0,0,362,330,413,547,635.0
Other Liabilities,32,29,31,65,222,135,165,167,176,132,228,328,401.0
Total Liabilities,86,125,139,214,309,426,597,786,1198,1074,1261,1486,1491.0
Fixed Assets,5,7,9,21,39,47,52,59,352,301,403,520,549.0
CWIP,0,0,0,0,0,3,8,0,2,1,2,0,0.0
Investments,0,0,0,1,1,2,2,138,118,172,146,2,0.0
Other Assets,81,118,130,192,268,374,535,589,726,600,710,965,942.0
Total Assets,86,125,139,214,309,426,597,786,1198,1074,1261,1486,1491.0
