,2011-03-01,2012-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0,0,,5,11,-1,12,-8,19,35,-19
Cash from Investing Activity,0,0,,-1,-5,-13,-71,5,15,-11,9
Cash from Financing Activity,0,0,,-1,-7,16,68,-8,0,-17,-6
Net Cash Flow,0,0,,2,-2,1,9,-11,34,7,-15
