,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,67.55,67.55,67.55,67.55
FIIs,5.59,5.55,5.9,5.94
DIIs,4.41,3.88,0.0,0.0
Public,22.45,23.03,26.56,26.51
No. of Shareholders,17831.0,20882.0,35583.0,45025.0
