,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,62.0,82,68,59
Inventory Days,43.0,46,46,39
Days Payable,7.0,0,9,1
Cash Conversion Cycle,98.0,128,105,97
Working Capital Days,95.0,121,100,91
ROCE %,,8,9,8
