,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1,1,1,3,3
Reserves,16,17,19,25,25
Borrowings,41,41,48,43,32
Other Liabilities,7,5,10,6,8
Total Liabilities,66,65,78,76,68
Fixed Assets,20,19,20,20,20
CWIP,0,0,0,0,0
Investments,1,1,1,0,0
Other Assets,45,45,57,56,48
Total Assets,66,65,78,76,68
