,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,6,4,-2,9
Cash from Investing Activity,-1,0,-2,0
Cash from Financing Activity,-5,-3,4,-5
Net Cash Flow,0,1,0,4
