,Mar 2006,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,3.76,9.31,12.37,16.76,15.35,13.09,12.61,13.65,14.29,14.68,22.6,27.53,28.04
Expenses,3.24,7.66,10.66,15.28,14.23,12.05,11.49,13.2,14.19,14.04,22.44,27.74,28.69
Operating Profit,0.52,1.65,1.71,1.48,1.12,1.04,1.12,0.45,0.1,0.64,0.16,-0.21,-0.65
OPM %,13.83,17.72,13.82,8.83,7.3,7.94,8.88,3.3,0.7,4.36,0.71,-0.76,-2.32
Other Income,0.21,0.06,0.14,0.25,0.28,0.37,-0.27,0.24,0.58,0.27,0.67,0.96,1.39
Interest,0.28,0.86,0.96,0.85,0.41,0.47,0.53,0.53,0.65,0.79,0.72,0.71,0.79
Depreciation,0.38,0.51,0.57,0.58,0.77,0.79,0.74,0.76,0.76,0.74,0.78,0.66,0.59
Profit before tax,0.07,0.34,0.32,0.3,0.22,0.15,-0.42,-0.6,-0.73,-0.62,-0.67,-0.62,-0.64
Tax %,0.0,35.29,31.25,26.67,18.18,40.0,173.81,-11.67,-73.97,8.06,10.45,-9.68,
Net Profit,0.07,0.22,0.22,0.22,0.18,0.1,0.31,-0.67,-1.27,-0.57,-0.6,-0.67,-0.72
EPS in Rs,0.14,0.44,0.52,0.52,0.42,0.23,0.73,-1.57,-2.98,-1.34,-1.41,-1.57,-1.69
