,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,40.55,41.88,44.11,39.71,40.98,37.19
FIIs,17.36,16.41,13.65,19.42,19.3,17.86
DIIs,7.1,6.87,3.98,3.64,2.75,1.79
Government,0.0,0.22,0.0,0.0,0.0,0.0
Public,34.99,34.62,38.26,37.22,36.95,43.16
No. of Shareholders,61973.0,53443.0,58907.0,77228.0,76325.0,74473.0
