,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,49,166,242,155,-242,156
Cash from Investing Activity,-85,-113,-359,-106,-243,-81
Cash from Financing Activity,68,-23,97,92,334,-113
Net Cash Flow,31,30,-20,142,-151,-38
