,2011-12-01,2012-12-01,2013-12-01,2014-12-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,27,27,27,27,23,23,23,23,23,23,23,23,23
Reserves,459,475,548,1369,646,650,602,593,628,384,391,409,437
Borrowings,0,0,0,9,0,0,0,0,32,1,0,0,28
Other Liabilities,313,320,337,437,232,260,268,278,260,241,222,229,240
Total Liabilities,798,821,912,1842,902,933,893,895,943,649,636,662,728
Fixed Assets,170,174,166,335,365,343,323,309,227,150,150,146,172
CWIP,13,9,25,13,5,10,10,21,3,9,8,8,9
Investments,267,235,267,33,74,112,41,12,81,10,9,3,4
Other Assets,348,403,453,1461,458,468,518,552,632,481,469,505,542
Total Assets,798,821,912,1842,902,933,893,895,943,649,636,662,728
