,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75
Reserves,3.06,3.62,3.65,3.88,3.91,4.08,4.01,3.55,1.93,3.1,2.86,3.1,3.9
Borrowings,2.34,1.99,2.23,2.74,3.34,4.54,5.49,6.43,7.58,6.58,7.7,9.05,9.31
Other Liabilities,0.42,0.43,0.54,0.64,0.8200000000000001,0.73,0.8300000000000001,0.91,1.4,1.53,1.79,1.82,1.65
Total Liabilities,17.57,17.79,18.17,19.01,19.82,21.1,22.08,22.64,22.66,22.96,24.1,25.72,26.61
Fixed Assets,14.06,14.6,14.97,15.62,16.17,16.7,18.43,19.13,19.47,20.19,20.73,21.86,22.14
CWIP,0.0,0.0,0.0,0.0,0.17,0.62,0.0,0.0,0.0,0.0,0.19,0.0,0.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
Other Assets,3.51,3.19,3.2,3.39,3.48,3.78,3.65,3.51,3.19,2.77,3.18,3.85,4.46
Total Assets,17.57,17.79,18.17,19.01,19.82,21.1,22.08,22.64,22.66,22.96,24.1,25.72,26.61
