,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,7.02,18.81,36.72,9.66,14.14,21.98,20.11,13.11,14.77,8.13,32.16,10.69,26.51
Expenses,6.89,16.81,34.58,9.23,13.14,20.91,19.62,13.08,14.24,7.88,29.47,9.83,25.96
Operating Profit,0.13,2.0,2.14,0.43,1.0,1.07,0.49,0.03,0.53,0.25,2.69,0.86,0.55
OPM %,1.85,10.63,5.83,4.45,7.07,4.87,2.44,0.23,3.59,3.08,8.36,8.04,2.07
Other Income,-0.0,0.01,0.03,-0.0,-0.0,0.05,1.03,0.75,0.19,0.71,-0.56,0.15,0.31
Interest,0.62,0.61,1.05,0.79,0.72,0.69,0.91,0.76,0.8,0.89,1.0,0.78,0.75
Depreciation,0.15,0.18,0.18,0.21,0.18,0.2,0.19,0.19,0.2,0.2,0.35,0.17,0.17
Profit before tax,-0.64,1.22,0.94,-0.57,0.1,0.23,0.42,-0.17,-0.28,-0.13,0.78,0.06,-0.06
Tax %,-1.56,-8.2,3.19,-1.75,20.0,21.74,-4.76,-5.88,25.0,-38.46,21.79,216.67,83.33
Net Profit,-0.65,1.32,0.91,-0.58,0.08,0.18,0.44,-0.18,-0.21,-0.18,0.61,-0.07,-0.01
EPS in Rs,-0.57,1.16,0.8,-0.51,0.07,0.16,0.39,-0.16,-0.19,-0.16,0.54,-0.06,-0.01
