,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0,0,0,0,0,0,0,0,0,0,0,58.0,105
Expenses,1,1,13,0,1,2,2,6,2,122,-327,-179.0,-137
Operating Profit,-1,-1,-13,-0,-1,-2,-2,-6,-2,-122,327,238.0,242
OPM %,,,,,,,,,,,,406.0,230
Other Income,0,0,19,0,0,3,-37,0,21,-1,53,42.0,43
Interest,10,4,6,0,0,1,1,0,0,1,6,7.0,5
Depreciation,3,3,3,3,3,0,0,0,0,0,0,0.0,0
Profit before tax,-14,-8,-3,-4,-4,-0,-40,-6,18,-124,375,273.0,280
Tax %,0,7,0,0,0,0,0,1,0,0,0,0.0,
Net Profit,-14,-8,-3,-4,-4,-0,-40,-6,18,-124,375,273.0,280
EPS in Rs,-6.10,-3.34,-1.46,-1.53,-1.82,-0.10,-17.34,-2.56,7.88,-53.97,163.50,119.04,122.39
