,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,47.54,47.54,47.54,47.54,47.54,47.54,47.54,47.55,67.53,67.53,67.53,67.52
FIIs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01
DIIs,1.49,1.49,1.49,1.49,1.49,1.49,1.48,1.11,1.08,1.08,1.08,1.08
Public,50.97,50.97,50.97,50.97,50.97,50.97,50.97,51.32,31.38,31.38,31.37,31.37
No. of Shareholders,78841.0,78843.0,78840.0,78838.0,78835.0,78810.0,78667.0,79728.0,85212.0,84763.0,84410.0,83047.0
