,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,116,118,125,135,136,130,142,126,76,89,80,81
Inventory Days,121,136,126,126,154,139,129,118,136,146,130,116
Days Payable,150,169,168,187,218,193,244,162,151,183,133,102
Cash Conversion Cycle,86,85,83,73,72,75,28,82,61,52,77,95
Working Capital Days,74,85,104,101,98,118,64,81,56,54,85,150
ROCE %,29,23,7,2,13,3,-12,-18,-10,-1,-7,-4
