,2022-03-01,2023-03-01
Equity Capital,15,15
Reserves,40,52
Borrowings,10,16
Other Liabilities,19,16
Total Liabilities,84,99
Fixed Assets,25,34
CWIP,0,2
Investments,7,17
Other Assets,51,46
Total Assets,84,99
