,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,96.38,96.38,96.38,96.38,96.38,96.38,96.38,75.0,75.0,75.0,66.9,66.72
Public,3.62,3.62,3.62,3.62,3.62,3.62,3.62,25.01,25.01,25.0,33.11,33.27
No. of Shareholders,13006.0,11316.0,11247.0,11003.0,10923.0,10913.0,10898.0,11332.0,11648.0,11588.0,11683.0,11928.0
