,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,11.26,12.47,20.33,27.22,28.01,26.91,34.34,34.63,28.26,29.27,28.97,41.47,41.24
Expenses,10.42,11.8,19.03,25.92,26.64,25.76,33.24,33.59,27.17,28.69,28.47,40.59,40.24
Operating Profit,0.84,0.67,1.3,1.3,1.37,1.15,1.1,1.04,1.09,0.58,0.5,0.88,1.00
OPM %,7.46,5.37,6.39,4.78,4.89,4.27,3.2,3.0,3.86,1.98,1.73,2.12,2.42
Other Income,0.02,0.32,0.02,0.05,0.03,0.08,0.02,0.04,0.01,0.09,0.01,0.03,0.03
Interest,0.23,0.27,0.29,0.28,0.32,0.28,0.25,0.26,0.26,0.26,0.29,0.38,0.41
Depreciation,0.17,0.18,0.18,0.07,0.11,0.07,0.21,0.24,0.13,0.13,0.15,0.14,0.15
Profit before tax,0.46,0.54,0.85,1.0,0.97,0.88,0.66,0.58,0.71,0.28,0.07,0.39,0.47
Tax %,0.0,14.81,18.82,16.0,0.0,19.32,74.24,15.52,32.39,32.14,57.14,33.33,
Net Profit,0.46,0.46,0.69,0.84,0.97,0.72,0.18,0.49,0.48,0.18,0.03,0.26,0.16
EPS in Rs,0.85,0.85,1.27,1.55,1.79,1.33,0.33,0.91,0.89,0.33,0.06,0.48,0.30
