,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-341,-292,-421,-495,-853
Cash from Investing Activity,26,-150,77,1,297
Cash from Financing Activity,344,395,560,592,907
Net Cash Flow,28,-46,216,97,351
