,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Equity Capital,42,43,43,44,44
Reserves,751,805,894,1032,1196
Borrowings,508,689,1491,2070,2989
Other Liabilities,61,262,41,75,66
Total Liabilities,1362,1799,2470,3221,4295
Fixed Assets,7,18,15,17,24
CWIP,0,0,0,0,0
Investments,80,94,0,175,59
Other Assets,1276,1687,2455,3029,4212
Total Assets,1362,1799,2470,3221,4295
