,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,0,9,9
Reserves,4,19,9,13
Borrowings,16,22,52,62
Other Liabilities,11,18,30,32
Total Liabilities,31,59,101,117
Fixed Assets,1,1,1,5
CWIP,0,0,0,0
Investments,0,0,0,0
Other Assets,30,58,99,112
Total Assets,31,59,101,117
