,2021-03-01,2022-03-01,2023-03-01
Debtor Days,129.0,100,118
Inventory Days,99.0,123,184
Days Payable,93.0,68,97
Cash Conversion Cycle,135.0,154,205
Working Capital Days,139.0,148,197
ROCE %,,31,29
