,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65
Reserves,3.16,3.23,3.44,3.6,3.69,3.84,3.83,2.17,2.65,2.2,2.54,2.44,2.41
Borrowings,3.97,1.31,3.59,3.68,3.21,2.58,0.0,0.0,0.0,0.0,0.04,0.04,0.09
Other Liabilities,4.48,4.31,2.2,2.71,1.92,2.88,1.26,12.54,1.71,0.77,0.78,0.8300000000000001,0.85
Total Liabilities,15.26,12.5,12.88,13.64,12.47,12.95,8.74,18.36,8.01,6.62,7.01,6.96,7.0
Fixed Assets,0.15,0.12,0.09,0.06,0.04,0.03,0.02,0.02,0.01,0.01,0.01,0.0,0.0
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0
Other Assets,14.81,12.08,12.49,13.28,12.13,12.62,8.42,18.04,7.7,6.61,7.0,6.96,7.0
Total Assets,15.26,12.5,12.88,13.64,12.47,12.95,8.74,18.36,8.01,6.62,7.01,6.96,7.0
