,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,36.62,32.03,36.42,36.42,36.42,36.38,66.0,66.0
DIIs,0.0,0.0,0.07,0.07,0.07,0.07,0.12,0.0
Public,63.38,67.97,63.51,63.51,63.51,63.56,33.88,34.0
No. of Shareholders,2043.0,2039.0,2061.0,2059.0,2146.0,2821.0,2811.0,2873.0
