,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,4.5,3.73,3.43,3.91,2.52,3.98,3.15,2.45,1.9,1.8,1.3,1.8,0.76
Expenses,2.98,2.53,2.03,2.43,1.98,2.25,2.07,1.84,1.64,1.34,0.73,1.07,1.28
Operating Profit,1.52,1.2,1.4,1.48,0.54,1.73,1.08,0.61,0.26,0.46,0.57,0.73,-0.52
OPM %,33.78,32.17,40.82,37.85,21.43,43.47,34.29,24.9,13.68,25.56,43.85,40.56,-68.42
Other Income,0.05,0.09,0.03,0.03,0.04,0.03,0.01,0.17,0.01,0.11,0.01,0.02,0.90
Interest,1.29,1.06,1.27,1.06,0.25,0.75,0.65,0.27,0.2,0.0,0.0,0.0,0.00
Depreciation,0.09,0.09,0.08,0.08,0.06,0.05,0.05,0.03,0.03,0.02,0.03,0.04,0.05
Profit before tax,0.19,0.14,0.08,0.37,0.27,0.96,0.39,0.48,0.04,0.55,0.55,0.71,0.33
Tax %,26.32,21.43,25.0,27.03,25.93,11.46,28.21,14.58,-50.0,47.27,25.45,22.54,
Net Profit,0.15,0.11,0.05,0.26,0.2,0.85,0.29,0.41,0.07,0.29,0.41,0.54,0.49
EPS in Rs,0.5,0.37,0.17,0.87,0.67,2.83,0.97,1.37,0.23,0.97,1.37,1.8,1.63
