,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,74.99,74.99,74.99,74.99,74.99,74.99,74.99,74.99
Public,25.01,25.01,25.01,25.01,25.01,25.01,25.0,25.0
No. of Shareholders,3718.0,3973.0,3940.0,3802.0,3863.0,5581.0,5451.0,5389.0
