,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-6.0,1.07,0.51,-0.8200000000000001,-0.26,-0.31,-0.3
Cash from Investing Activity,0.0,1.86,1.72,1.79,2.24,2.48,2.79
Cash from Financing Activity,5.97,-2.9,-2.27,-0.95,-2.0,-2.16,-2.41
Net Cash Flow,-0.03,0.03,-0.03,0.02,-0.02,0.0,0.08
