,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,9.25,4.23,1.57,0.51,45.39,97.85,24.15,13.95,10.38,18.52,16.17,19.99,25.05
Expenses,9.25,4.26,1.57,0.5,45.29,97.71,23.75,13.85,10.52,18.33,16.0,19.59,22.98
Operating Profit,0.00,-0.03,0.00,0.01,0.1,0.14,0.4,0.1,-0.14,0.19,0.17,0.4,2.07
OPM %,0.00,-0.71,0.00,1.96,0.22,0.14,1.66,0.72,-1.35,1.03,1.05,2.0,8.26
Other Income,0.00,0.0,0.00,0.0,0.0,0.0,-0.18,0.0,0.0,0.02,0.26,0.46,0.46
Interest,0.00,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.00
Depreciation,0.00,0.0,0.00,0.0,0.0,0.01,0.02,0.01,0.03,0.01,0.03,0.03,0.02
Profit before tax,0.00,-0.03,0.00,0.01,0.1,0.13,0.2,0.09,-0.18,0.2,0.4,0.82,2.51
Tax %,,0.0,,-200.0,20.0,30.77,40.0,33.33,0.0,15.0,22.5,25.61,
Net Profit,0.00,-0.03,-0.01,0.02,0.08,0.09,0.12,0.06,-0.17,0.16,0.31,0.61,1.86
EPS in Rs,0.00,-3.0,-1.00,2.0,0.03,0.03,0.03,0.01,-0.04,0.04,0.07,0.14,0.43
