,2018-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,9.64,4.08,6.49,2.62,4.39,3.73,5.42,2.92,4.86,7.28,4.93,3.77,9.07
Expenses,9.49,3.02,7.81,2.65,4.17,3.58,5.58,2.84,4.55,7.05,5.16,3.33,7.44
Operating Profit,0.15,1.06,-1.32,-0.03,0.22,0.15,-0.16,0.08,0.31,0.23,-0.23,0.44,1.63
OPM %,1.56,25.98,-20.34,-1.15,5.01,4.02,-2.95,2.74,6.38,3.16,-4.67,11.67,17.97
Other Income,0.0,0.0,0.02,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.46,0.0,0.0
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Depreciation,0.01,0.0,0.01,0.0,0.01,0.0,0.02,0.01,0.01,0.01,0.01,0.0,0.0
Profit before tax,0.14,1.06,-1.31,-0.03,0.21,0.15,0.08,0.07,0.3,0.22,0.22,0.44,1.63
Tax %,35.71,0.0,6.11,0.0,23.81,13.33,25.0,28.57,26.67,27.27,22.73,27.27,25.15
Net Profit,0.1,1.06,-1.23,-0.03,0.16,0.12,0.05,0.06,0.22,0.16,0.17,0.31,1.22
EPS in Rs,0.02,0.25,-0.28,-0.01,0.04,0.03,0.01,0.01,0.05,0.04,0.04,0.07,0.28
