,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,157.51,178.5,192.19,200.78,236.61,252.59,265.56,220.89,230.44,211.1,213.6,207.09,202.41
Expenses,145.29,159.6,166.89,170.5,199.94,218.05,230.28,187.55,206.19,195.03,194.21,186.35,180.71
Operating Profit,12.22,18.9,25.3,30.28,36.67,34.54,35.28,33.34,24.25,16.07,19.39,20.74,21.7
OPM %,7.76,10.59,13.16,15.08,15.5,13.67,13.29,15.09,10.52,7.61,9.08,10.01,10.72
Other Income,0.48,-2.2,-1.53,-1.18,-3.72,0.41,1.45,0.43,0.49,0.45,0.51,0.45,0.63
Interest,8.39,7.82,8.04,11.95,8.7,8.79,13.01,12.89,9.59,8.01,8.36,9.7,10.81
Depreciation,5.52,5.46,5.3,5.24,5.26,5.52,5.39,5.48,5.51,5.31,5.27,5.47,5.61
Profit before tax,-1.21,3.42,10.43,11.91,18.99,20.64,18.33,15.4,9.64,3.2,6.27,6.02,5.91
Tax %,29.75,35.96,41.32,76.24,62.24,45.3,-32.02,32.86,32.57,45.31,5.42,23.42,27.58
Net Profit,-0.85,2.19,6.12,2.83,7.17,11.29,24.2,10.34,6.5,1.75,5.93,4.61,4.28
EPS in Rs,-0.43,1.1,3.09,1.43,3.62,5.7,12.21,5.22,3.28,0.88,2.99,2.33,2.16
