,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,39.07,38.89,38.76,38.76,38.76,38.78,38.79,36.49
FIIs,9.87,7.81,7.52,8.8,11.08,11.83,10.45,14.89
DIIs,20.62,22.77,23.16,22.84,21.56,22.44,25.13,25.24
Government,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0
Public,30.44,30.28,30.56,29.6,28.59,26.96,25.65,23.39
No. of Shareholders,25553.0,39690.0,46488.0,51871.0,54876.0,56504.0,56940.0,59444.0
