,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,74.05,74.05,74.05,74.05,74.05,74.05,74.05,74.05,74.05,74.05,74.05,74.05
DIIs,0.42,0.42,0.0,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
Public,25.53,25.53,25.95,25.53,25.53,25.53,25.53,25.53,25.53,25.53,25.53,25.54
No. of Shareholders,1577.0,1626.0,1730.0,1815.0,2257.0,2333.0,2284.0,2478.0,2401.0,2353.0,2330.0,2566.0
