,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,3.2,2.8,5.72,9.96,19.92,18.92,14.1,9.07,11.13,16.08,22.78,2.34,16.91
Expenses,2.43,2.07,4.87,9.13,18.78,18.26,13.4,11.35,11.67,15.15,17.26,3.85,11.64
Operating Profit,0.77,0.73,0.85,0.83,1.14,0.66,0.7,-2.28,-0.54,0.93,5.52,-1.51,5.27
OPM %,24.06,26.07,14.86,8.33,5.72,3.49,4.96,-25.14,-4.85,5.78,24.23,-64.53,31.16
Other Income,0.0,0.0,0.06,0.0,0.0,0.0,0.05,0.28,-0.27,0.0,0.06,0.0,0.0
Interest,0.65,0.54,0.77,0.63,0.77,0.57,0.55,0.44,0.59,0.55,0.64,0.63,0.61
Depreciation,0.07,0.07,0.07,0.07,0.14,0.08,-0.01,0.07,0.07,0.07,0.21,0.11,0.11
Profit before tax,0.05,0.12,0.07,0.13,0.23,0.01,0.21,-2.51,-1.47,0.31,4.73,-2.25,4.55
Tax %,0.0,0.0,71.43,0.0,0.0,0.0,-280.95,0.0,0.0,0.0,3.59,0.0,0.0
Net Profit,0.05,0.12,0.03,0.12,0.22,0.01,0.8,-2.51,-1.47,0.31,4.55,-2.25,4.55
EPS in Rs,0.11,0.25,0.06,0.25,0.47,0.02,1.7,-5.33,-3.12,0.66,9.65,-4.77,9.65
