,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,21.6,35.84,15.08,13.21,9.67,7.23,21.75,41.27,48.22,20.91,62.89,59.07,58.11
Expenses,17.77,33.93,17.52,29.07,11.93,6.46,16.14,35.99,44.05,17.79,59.58,55.43,47.90
Operating Profit,3.83,1.91,-2.44,-15.86,-2.26,0.77,5.61,5.28,4.17,3.12,3.31,3.64,10.21
OPM %,17.73,5.33,-16.18,-120.06,-23.37,10.65,25.79,12.79,8.65,14.92,5.26,6.16,17.57
Other Income,0.38,0.0,0.07,0.0,3.74,0.07,0.03,2.56,0.05,0.06,0.05,0.06,0.06
Interest,3.04,2.86,0.15,0.05,2.82,2.82,3.74,3.51,2.3,2.49,2.51,2.23,2.43
Depreciation,1.03,1.04,1.04,1.04,1.07,1.19,1.21,0.29,0.3,0.29,0.29,0.43,0.50
Profit before tax,0.14,-1.99,-3.56,-16.95,-2.41,-3.17,0.69,4.04,1.62,0.4,0.56,1.04,7.34
Tax %,78.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.31,12.5,-105.36,16.35,
Net Profit,0.02,-1.99,-3.56,-16.95,-2.4,-3.18,0.69,4.05,1.21,0.35,1.15,0.86,7.16
EPS in Rs,0.04,-4.22,-7.55,-35.96,-5.09,-6.75,1.46,8.59,2.57,0.74,2.44,1.82,15.19
