,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Reserves,-4.08,-4.1,0.0,-0.54,-0.44,-0.54,0.19,0.25,-0.04,-0.01,0.01,0.04,0.04
Borrowings,0.81,1.25,0.23,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,1.2,0.0,0.17,0.93,0.03,0.01,0.01,0.02,1.1,0.09,0.08,0.11,0.21
Total Liabilities,3.73,2.95,6.2,6.3,5.39,5.27,6.0,6.07,6.86,5.88,5.89,5.95,6.05
Fixed Assets,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,2.5,2.5,0.0,0.52,0.52,0.52,0.0,0.0,0.0,0.0,1.0,3.86,4.86
Other Assets,1.21,0.43,6.19,5.78,4.87,4.75,6.0,6.07,6.86,5.88,4.89,2.09,1.19
Total Assets,3.73,2.95,6.2,6.3,5.39,5.27,6.0,6.07,6.86,5.88,5.89,5.95,6.05
