,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,,60,44,69,128,170,14,179
Cash from Investing Activity,,,-14,8,-14,-102,-80,-25,-235
Cash from Financing Activity,,,-44,-22,-93,-9,-79,3,63
Net Cash Flow,,,2,30,-38,18,11,-8,6
