,2022-03-01,2023-03-01,2023-09-01
Promoters,79.17,79.1,74.88
FIIs,2.17,2.41,1.83
DIIs,8.95,12.05,17.52
Public,9.71,6.43,5.75
No. of Shareholders,112682.0,70716.0,59458.0
