,2021-11-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Promoters,71.22,71.22,71.22,71.22,62.79
Public,28.78,28.79,28.78,28.78,37.21
No. of Shareholders,2940.0,2791.0,2516.0,2440.0,2777.0
