,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Reserves,17.72,16.94,16.21,16.26,16.4,17.12,14.23,14.49,14.22,13.57,13.76,14.01,14.17
Borrowings,1.89,0.12,0.06,0.03,0.0,4.8,8.65,8.2,12.99,18.59,17.96,12.84,25.57
Other Liabilities,1.19,0.29,0.39,0.38,1.61,3.31,5.55,3.25,3.29,3.33,3.56,3.8,3.79
Total Liabilities,30.8,27.35,26.66,26.67,28.01,35.23,38.43,35.94,40.5,45.49,45.28,40.65,53.53
Fixed Assets,10.24,7.18,6.14,5.71,5.35,4.98,4.71,4.27,3.91,3.56,3.21,2.94,3.09
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,6.5600000000000005,6.5600000000000005,6.5600000000000005,6.53,6.53,6.73,7.74,7.9,1.74,2.26,1.79,1.91,2.91
Other Assets,14.0,13.61,13.96,14.43,16.13,23.52,25.98,23.77,34.85,39.67,40.28,35.8,47.53
Total Assets,30.8,27.35,26.66,26.67,28.01,35.23,38.43,35.94,40.5,45.49,45.28,40.65,53.53
