,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,0.0,0.00,0.00,0.00,0.00,0.00
Inventory Days,0.0,,,,,
Days Payable,,,,,,
Cash Conversion Cycle,0.0,0.00,0.00,0.00,0.00,0.00
Working Capital Days,156.97,2.64,-12.31,-170.39,28.60,46.53
ROCE %,,10.89,10.64,6.22,9.74,14.38
