,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.51,0.53,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
Reserves,7.64,9.04,12.61,11.33,11.02,11.66,11.12,12.34,13.56,14.21,15.94,19.14,20.63
Borrowings,3.22,2.67,3.01,3.76,4.22,3.27,2.48,1.07,0.35,0.0,0.0,4.58,4.37
Other Liabilities,6.5,5.91,6.61,6.0,6.77,6.99,6.35,4.59,5.42,5.85,4.89,4.8100000000000005,7.05
Total Liabilities,17.87,18.15,22.86,21.72,22.64,22.55,20.58,18.63,19.96,20.69,21.46,29.16,32.68
Fixed Assets,1.51,2.5,2.46,2.8,2.86,2.67,2.28,3.27,2.98,2.76,2.81,7.41,7.61
CWIP,1.48,1.48,1.48,1.48,1.48,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.42
Investments,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,14.87,14.16,18.91,17.43,18.29,18.39,18.3,15.36,16.98,17.93,18.65,21.75,24.65
Total Assets,17.87,18.15,22.86,21.72,22.64,22.55,20.58,18.63,19.96,20.69,21.46,29.16,32.68
