,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,13.56,12.9,13.67,18.22,22.33,18.44,31.19,19.08,15.68,12.88,14.62,21.05,22.41
Expenses,14.91,13.86,13.61,18.52,22.0,18.88,30.33,18.18,17.04,14.12,13.43,20.68,21.97
Operating Profit,-1.35,-0.96,0.06,-0.3,0.33,-0.44,0.86,0.9,-1.36,-1.24,1.19,0.37,0.44
OPM %,-9.96,-7.44,0.44,-1.65,1.48,-2.39,2.76,4.72,-8.67,-9.63,8.14,1.76,1.96
Other Income,0.94,0.56,1.09,0.77,0.46,0.57,1.26,0.91,0.49,2.12,0.94,0.7,0.89
Interest,0.15,0.54,0.2,0.18,0.26,0.12,0.32,0.13,0.15,0.17,0.2,0.26,0.29
Depreciation,0.41,0.42,0.4,0.32,0.32,0.32,0.32,0.33,0.32,0.33,0.32,0.24,0.25
Profit before tax,-0.97,-1.36,0.55,-0.03,0.21,-0.31,1.48,1.35,-1.34,0.38,1.61,0.57,0.79
Tax %,23.71,24.26,38.18,0.0,38.1,22.58,22.3,25.93,20.9,13.16,18.63,31.58,32.91
Net Profit,-0.74,-1.03,0.34,-0.03,0.13,-0.24,1.15,1.0,-1.06,0.33,1.31,0.39,0.53
EPS in Rs,-1.37,-1.91,0.63,-0.06,0.24,-0.44,2.13,1.85,-1.96,0.61,2.43,0.72,0.98
