,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,122.0,132.0,148.0,124.0,124.0,155.0,249.0,204.0,215.0,214.0,298.0,197.0,224.0
Expenses,100.0,103.0,121.0,100.0,102.0,129.0,211.0,176.0,179.0,188.0,254.0,174.0,198.0
Operating Profit,21.0,29.0,27.0,24.0,22.0,26.0,38.0,28.0,35.0,26.0,44.0,23.0,26.0
OPM %,18.0,22.0,18.0,19.0,18.0,17.0,15.0,14.0,16.0,12.0,15.0,12.0,12.0
Other Income,1.0,1.0,2.0,1.0,1.0,-4.0,1.0,4.0,3.0,2.0,3.0,1.0,2.0
Interest,3.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,5.0,5.0,9.0,5.0,6.0
Depreciation,2.0,2.0,2.0,2.0,2.0,3.0,4.0,6.0,5.0,6.0,6.0,6.0,6.0
Profit before tax,17.0,25.0,25.0,20.0,19.0,15.0,30.0,22.0,28.0,17.0,33.0,13.0,16.0
Tax %,32.0,32.0,27.0,31.0,31.0,49.0,22.0,30.0,30.0,29.0,30.0,29.0,33.0
Net Profit,12.0,17.0,18.0,14.0,13.0,8.0,23.0,15.0,19.0,12.0,23.0,9.0,11.0
EPS in Rs,1.75,2.57,2.74,2.11,1.9,1.13,3.41,2.25,2.84,1.8,3.34,1.36,1.47
